epoch,train_loss,val_loss,val_dice,lr
1,0.474866325104239,0.46618222282249583,0.4868211081769251,0.0002988172051971717
2,0.4232362350069175,0.4090084605683575,0.4719114509857924,0.0002952874741692947
3,0.4104078407906054,0.40116449448449704,0.4837546136434721,0.0002894664728832377
4,0.2993398741560521,0.23474452889382888,0.609915158392042,0.00028144600200657956
5,0.23522034134498665,0.23946658256941591,0.6335405217056339,0.00027135254915624217
6,0.23347922193854662,0.22863913397990054,0.6311181363254762,0.0002593452941132118
7,0.22921715538948034,0.23087884553292487,0.6280520139655559,0.00024561359846230347
8,0.21210728529844414,0.19832691010280365,0.6594456401445743,0.0002303740192468495
9,0.19309234488418284,0.19830022343303252,0.658665870069916,0.0002138668937347609
10,0.1891299834293733,0.20246412266600008,0.6565555156038311,0.0001963525491562421
11,0.18993974571759692,0.19257744523795142,0.6648143037103637,0.00017810719718785873
12,0.18760308036693693,0.19044333618718096,0.6682465304210733,0.00015941857792939703
13,0.18878232779232176,0.19302614260829434,0.6646057629581306,0.00014058142207060302
14,0.1953663690671879,0.1960830620787119,0.6622150802161644,0.00012189280281214133
15,0.188468748368271,0.19342745453498622,0.6661258813828742,0.00010364745084375795
16,0.18599579332021043,0.18361283371679918,0.6782869626912411,8.61331062652391e-05
17,0.1848223208521478,0.1918871500659008,0.6675538748457748,6.962598075315047e-05
18,0.17975192610934002,0.182652814202633,0.6842990638771638,5.4386401537696536e-05
19,0.1717501098087407,0.17187164422767734,0.6969242329007591,4.06547058867883e-05
20,0.1629696815164053,0.16466454006346237,0.711751607693465,2.86474508437579e-05
21,0.15787367754889478,0.16896682571658275,0.7022063622137052,1.8553997993420465e-05
22,0.15556744825941965,0.16075327866781108,0.7181960095369161,1.05335271167623e-05
23,0.1524069777626699,0.1608580645639079,0.7189809848556655,4.712525830705356e-06
24,0.15715947469037975,0.16228431882892416,0.7141856250539126,1.1827948028283355e-06
25,0.15502140414535182,0.1614802926008248,0.7165193727970502,0.0
